title,rating,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Corsair Vengeance 64 GB,5.0,$164.99,DDR5-5600,2 x 32GB,$2.578,Black / Gray,14.286 ns,40
Corsair Vengeance 32 GB,None,$99.99,DDR5-6000,2 x 16GB,$3.125,White / Gray,12 ns,36
Corsair Vengeance RGB 32 GB,None,$146.99,DDR5-7000,2 x 16GB,$4.593,Black / Silver,11.429 ns,40
G.Skill Ripjaws S5 96 GB,None,$164.99,DDR5-5200,2 x 48GB,$1.719,White,15.385 ns,40
TEAMGROUP Elite 16 GB,None,$50.99,DDR5-5200,2 x 8GB,$3.187,Black,16.154 ns,42
Crucial CT102464BD160B 8 GB,4.5,$15.10,DDR3-1600,1 x 8GB,$1.887,Black / Green,13.75 ns,11
G.Skill Ripjaws M5 RGB 32 GB,None,$84.99,DDR5-5600,2 x 16GB,$2.656,Black,16.429 ns,46
Corsair Vengeance RGB Pro 32 GB,4.5,$82.99,DDR4-3600,2 x 16GB,$2.593,Black,10 ns,18
G.Skill Ripjaws S5 48 GB,None,$94.99,DDR5-5200,2 x 24GB,$1.979,White,15.385 ns,40
Corsair Vengeance RGB Pro 32 GB,4.5,$114.99,DDR4-3600,4 x 8GB,$3.593,Black,10 ns,18
Crucial Ballistix 16 GB,5.0,None,DDR4-3000,2 x 8GB,None,Red,10 ns,15
Crucial CT2K8G4DFS824A 16 GB,None,$28.40,DDR4-2400,2 x 8GB,$1.775,Green / Black,14.167 ns,17
Kingston FURY Beast RGB 32 GB,None,$95.99,DDR5-5200,2 x 16GB,$3.000,Black,13.846 ns,36
Crucial Ballistix 16 GB,4.5,None,DDR4-3200,2 x 8GB,None,White,10 ns,16
Corsair Vengeance RGB 32 GB,5.0,$89.99,DDR5-5600,2 x 16GB,$2.812,Black / Gray,14.286 ns,40
G.Skill Trident Z Royal 16 GB,4.5,$69.98,DDR4-3200,2 x 8GB,$4.374,Silver,10 ns,16
Patriot Signature Line 8 GB,None,$12.99,DDR4-2666,1 x 8GB,$1.624,Green,14.254 ns,19
Corsair Vengeance RGB Pro 8 GB,None,$36.98,DDR4-3200,1 x 8GB,$4.622,Black,10 ns,16
Corsair Vengeance RGB 32 GB,5.0,None,DDR5-5600,2 x 16GB,None,Black / Gray,12.857 ns,36
Corsair Vengeance RGB Pro 128 GB,None,None,DDR4-4000,4 x 32GB,None,Black,9 ns,18
Kingston FURY Beast 16 GB,5.0,$39.79,DDR4-3200,1 x 16GB,$2.487,Black,10 ns,16
Kingston KVR1333D3N9HK2/8G 8 GB,5.0,$49.99,DDR3-1333,2 x 4GB,$6.249,Green,13.503 ns,9
TEAMGROUP T-Force Delta RGB 32 GB,None,$104.99,DDR5-6800,2 x 16GB,$3.281,Black / Silver,10 ns,34
Kingston FURY 64 GB,None,$213.72,DDR5-5600,4 x 16GB,$3.339,White,14.286 ns,40
Silicon Power SP032GBLVU480F22 32 GB,None,None,DDR5-4800,2 x 16GB,None,None,16.667 ns,40
Kingston FURY Renegade Pro 256 GB,None,$2594.00,DDR5-6800,8 x 32GB,$10.133,Black,10 ns,34
KingBank SharpBlade 32 GB,None,None,DDR5-6000,2 x 16GB,None,Black,12 ns,36
G.Skill Trident Z5 RGB 32 GB,5.0,$174.71,DDR5-6000,2 x 16GB,$5.460,White / Black,10 ns,30
Corsair Vengeance LPX 64 GB,None,$137.99,DDR4-3600,4 x 16GB,$2.156,Black,10 ns,18
G.Skill Trident Z Royal 32 GB,4.5,$89.99,DDR4-4000,2 x 16GB,$2.812,Silver,9 ns,18
TEAMGROUP T-Force Delta RGB 48 GB,None,None,DDR5-8200,2 x 24GB,None,White,9.268 ns,38
Kingston FURY Beast 32 GB,None,$80.95,DDR4-3200,4 x 8GB,$2.530,Black,10 ns,16
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB,4.5,None,DDR4-3200,2 x 8GB,None,Gold / Black,10 ns,16
Silicon Power XPOWER Storm RGB 64 GB,None,None,DDR5-8000,2 x 32GB,None,Black,9.5 ns,38
TEAMGROUP T-Force Vulcan\xce\xb1 32 GB,None,$77.98,DDR5-5600,2 x 16GB,$2.437,Black / Silver,14.286 ns,40
Kingston Fury Renegade RGB 64 GB,None,$247.99,DDR5-6400,2 x 32GB,$3.875,Silver / Black,10 ns,32
ADATA XPG SPECTRIX D35G RGB 8 GB,None,None,DDR4-3200,1 x 8GB,None,Black,10 ns,16
Crucial CT2K64G56C46S5 128 GB,None,$294.99,DDR5-5600,2 x 64GB,$2.305,Black,16.429 ns,46
G.Skill Flare X5 96 GB,None,$214.99,DDR5-5600,2 x 48GB,$2.239,Black,14.286 ns,40
TEAMGROUP T-Force Vulcan 64 GB,None,$163.99,DDR5-6000,2 x 32GB,$2.562,Black,12.667 ns,38
G.Skill Flare X5 32 GB,None,$79.99,DDR5-5200,2 x 16GB,$2.500,Black / White,13.846 ns,36
Patriot Viper Elite 5 RGB 32 GB,5.0,$89.99,DDR5-5600,1 x 32GB,$2.812,White,13.571 ns,38
Corsair Dominator Platinum RGB 32 GB,5.0,$166.99,DDR5-6000,2 x 16GB,$5.218,Black,10 ns,30
Corsair Vengeance RGB 48 GB,None,$144.99,DDR5-6000,2 x 24GB,$3.021,Black / Silver,12 ns,36
G.Skill Trident Z5 RGB 64 GB,4.0,$209.99,DDR5-6000,2 x 32GB,$3.281,White / Black,10 ns,30
Kingston KCP424SS6/4 4 GB,None,$5.00,DDR4-2400,1 x 4GB,$1.250,Green / Black,14.167 ns,17
Silicon Power XPOWER Storm RGB 32 GB,None,$109.97,DDR5-7200,2 x 16GB,$3.437,Black,9.444 ns,34
Patriot Viper Venom RGB 32 GB,None,$87.99,DDR5-5600,1 x 32GB,$2.750,Black / White,12.857 ns,36
Lexar Ares RGB 32 GB,None,$69.44,DDR4-3600,2 x 16GB,$2.170,Black,10 ns,18
Corsair Vengeance 96 GB,None,$365.99,DDR5-6000,4 x 24GB,$3.812,Black,10 ns,30
G.Skill Trident Z5 RGB 64 GB,5.0,$209.99,DDR5-5600,2 x 32GB,$3.281,White / Black,10 ns,28
G.Skill Trident Z5 RGB 32 GB,5.0,$133.69,DDR5-6000,2 x 16GB,$4.178,Black,13.333 ns,40
G.Skill Trident Z RGB 16 GB,5.0,$52.99,DDR4-4000,2 x 8GB,$3.312,Black,9 ns,18
TEAMGROUP T-Force Delta RGB 48 GB,None,None,DDR5-8200,2 x 24GB,None,Black,9.268 ns,38
Kingston HyperX Predator 16 GB,4.5,None,DDR4-3200,2 x 8GB,None,Black / Silver,10 ns,16
Corsair Dominator Titanium 32 GB,None,$179.99,DDR5-6400,2 x 16GB,$5.625,Black,10 ns,32
G.Skill Ripjaws M5 RGB 48 GB,None,$99.99,DDR5-5200,2 x 24GB,$2.083,Black,15.385 ns,40
ADATA XPG Lancer Blade 32 GB,None,$161.37,DDR5-6000,2 x 16GB,$5.043,White,10 ns,30
Kingston ValueRAM 16 GB,None,$38.03,DDR4-3200,1 x 16GB,$2.377,None,13.75 ns,22
Silicon Power XPOWER Storm RGB 32 GB,None,$94.97,DDR5-6400,2 x 16GB,$2.968,Black,10 ns,32
G.Skill Ripjaws V 32 GB,4.5,$59.99,DDR4-3600,2 x 16GB,$1.875,Red / Black,10.556 ns,19
Kingston FURY 64 GB,None,$211.23,DDR5-5200,4 x 16GB,$3.300,White,15.385 ns,40
Crucial CT102472BA186D 8 GB,None,$19.98,DDR3-1866,1 x 8GB,$2.498,Green / Black,13.934 ns,13
Kingston Server Premier 64 GB,None,$229.99,DDR4-3200,1 x 64GB,$3.594,None,13.75 ns,22
Patriot Venom RGB 64 GB,None,$199.99,DDR5-6000,2 x 32GB,$3.125,Black,10 ns,30
Corsair Dominator Titanium 48 GB,None,$226.99,DDR5-6000,2 x 24GB,$4.729,White,10 ns,30
TEAMGROUP T-Force Xtreem 32 GB,None,$121.99,DDR5-7200,2 x 16GB,$3.812,Pink,9.444 ns,34
G.Skill Trident Z5 64 GB,None,$303.89,DDR5-6000,2 x 32GB,$4.748,Black,10 ns,30
Corsair Dominator Platinum RGB 64 GB,5.0,$281.99,DDR5-5600,4 x 16GB,$4.406,Black,12.857 ns,36
Crucial CT2KIT12864BA160B 2 GB,None,$995.00,DDR3-1600,2 x 1GB,$497.500,Black / Green,13.75 ns,11
Corsair Vengeance RGB 64 GB,None,$310.99,DDR5-6400,4 x 16GB,$4.859,Black / Gray,10 ns,32
Kingston FURY Renegade 48 GB,None,$260.79,DDR5-6400,1 x 48GB,$5.433,Silver / Black,10 ns,32
G.Skill TridentZ RGB  16 GB,None,$189.00,DDR4-4000,2 x 8GB,$11.812,Black,8.5 ns,17
SK Hynix HMT41GU6MFR8C-PB 8 GB,None,None,DDR3-1600,1 x 8GB,None,Blue,13.75 ns,11
G.Skill Trident Z5 RGB 32 GB,4.5,$115.98,DDR5-6400,2 x 16GB,$3.624,Silver / Black,10 ns,32
Patriot Viper Venom RGB 16 GB,None,$51.99,DDR5-6000,1 x 16GB,$3.249,Black / White,10 ns,30
Patriot Viper Steel RGB 16 GB,None,$49.99,DDR4-3600,2 x 8GB,$3.124,Black,11.111 ns,20
G.Skill Trident Z Neo 32 GB,4.5,$94.99,DDR4-3600,4 x 8GB,$2.968,Silver / Black,10 ns,18
Corsair Vengeance 64 GB,None,$156.99,DDR5-4400,2 x 32GB,$2.453,Black / Gray,16.364 ns,36
Corsair Dominator Titanium First Edition 64 GB,None,None,DDR5-6600,2 x 32GB,None,White,9.697 ns,32
Crucial Pro Overclocking 16 GB,None,$56.99,DDR5-6000,1 x 16GB,$3.562,White,12 ns,36
SK Hynix HMAA2GU6CJR8N-XN 16 GB,None,None,DDR4-3200,1 x 16GB,None,Green,13.75 ns,22
Kingston FURY Beast 64 GB,None,$246.65,DDR5-6000,2 x 32GB,$3.854,Black,10 ns,30
TEAMGROUP T-Force Delta RGB 32 GB,None,$149.99,DDR5-7800,2 x 16GB,$4.687,White / Silver,9.744 ns,38
G.Skill Trident Z5 RGB 64 GB,5.0,$204.99,DDR5-6000,2 x 32GB,$3.203,Black,10 ns,30
G.Skill Ripjaws X 32 GB,4.5,$94.48,DDR3-1600,4 x 8GB,$2.953,Black / Blue,11.25 ns,9
Kingston FURY Beast 128 GB,5.0,$245.10,DDR4-3200,4 x 32GB,$1.915,Black,10 ns,16
G.Skill Ripjaws S5 64 GB,None,None,DDR5-5200,2 x 32GB,None,Black,15.385 ns,40
G.Skill Ripjaws Z 32 GB,4.5,$86.47,DDR3-1600,4 x 8GB,$2.702,Black / Red,12.5 ns,10
Corsair Vengeance 64 GB,None,$289.99,DDR5-6400,4 x 16GB,$4.531,Black / Gray,10 ns,32
Kingston FURY Beast RGB 8 GB,None,$32.99,DDR5-5200,1 x 8GB,$4.124,Black,15.385 ns,40
Mushkin Silverline 8 GB,None,$124.92,DDR2-800,2 x 4GB,$15.615,Gray / Silver,15 ns,6
VisionTek 900390 2 GB,None,$14.29,DDR3-1600,1 x 2GB,$7.145,Black,10 ns,8
Corsair Vengeance RGB Pro SL 32 GB,4.5,$77.98,DDR4-3200,2 x 16GB,$2.437,Black,10 ns,16
Patriot Viper Steel 8 GB,5.0,Out of stock$30.98,DDR4-3200,2 x 4GB,None,Silver / Black,10 ns,16
Corsair Vengeance 64 GB,5.0,$195.99,DDR5-6000,2 x 32GB,$3.062,White / Gray,13.333 ns,40
TEAMGROUP T-Force Delta RGB 48 GB,None,None,DDR5-6400,2 x 24GB,None,Black,10 ns,32
TEAMGROUP T-Force Vulcan Z 64 GB,4.5,$187.44,DDR4-3200,2 x 32GB,$2.929,Gray,10 ns,16
Kingston FURY Beast 32 GB,None,$126.63,DDR5-6400,1 x 32GB,$3.957,Black,10 ns,32
Corsair Vengeance 64 GB,None,$266.99,DDR5-6200,4 x 16GB,$4.172,Black / Gray,10.323 ns,32
Kingston FURY Beast RGB 8 GB,None,$41.22,DDR5-6000,1 x 8GB,$5.152,Black,10 ns,30
OLOy WarHawk RGB 16 GB,4.5,$36.99,DDR4-3200,2 x 8GB,$2.312,Black / Gold,10 ns,16
ADATA XPG SPECTRIX D41 16 GB,5.0,None,DDR4-3200,2 x 8GB,None,Black,10 ns,16
G.Skill Ripjaws M5 Neo RGB 64 GB,None,None,DDR5-6000,2 x 32GB,None,Black,9.333 ns,28
G.Skill Ripjaws V 16 GB,None,$64.99,DDR4-4400,2 x 8GB,$4.062,Black,8.182 ns,18
ADATA XPG Lancer Blade RGB 32 GB,4.0,$160.97,DDR5-6400,2 x 16GB,$5.030,Black,10 ns,32
Corsair Vengeance RGB 32 GB,4.0,$112.99,DDR5-6200,2 x 16GB,$3.531,Black,11.613 ns,36
G.Skill Trident Z5 Royal Neo RGB 32 GB,None,None,DDR5-6000,2 x 16GB,None,Gold,8.667 ns,26
Patriot Viper Steel RGB 64 GB,None,$100.98,DDR4-3200,2 x 32GB,$1.578,Black,11.25 ns,18
G.Skill Ripjaws X 16 GB,4.5,$62.00,DDR3-2400,2 x 8GB,$3.875,Black / Blue,9.167 ns,11
TEAMGROUP Elite Plus 16 GB,4.0,$50.99,DDR5-4800,2 x 8GB,$3.187,Black,16.667 ns,40
TEAMGROUP Elite 16 GB,None,$27.99,DDR4-3200,1 x 16GB,$1.749,Black,13.75 ns,22
G.Skill TridentZ RGB  32 GB,None,$677.52,DDR4-4000,2 x 16GB,$21.172,Black,8 ns,16
Kingston HyperX Fury 8 GB,4.5,None,DDR3-1600,2 x 4GB,None,Blue / Silver,12.5 ns,10
Corsair Vengeance RGB Pro SL 32 GB,5.0,$112.99,DDR4-3600,4 x 8GB,$3.531,White,10 ns,18
Biwin Black Opal DW100 RGB 32 GB,None,None,DDR5-8200,2 x 16GB,None,Black,8.78 ns,36
Patriot Viper Venom RGB 16 GB,None,$44.99,DDR5-5200,1 x 16GB,$2.812,Black / White,13.846 ns,36
Kingston FURY Renegade 32 GB,5.0,$142.37,DDR5-6400,2 x 16GB,$4.449,Silver / Black,10 ns,32
Kingston HyperX Fury 8 GB,4.5,None,DDR3-1600,2 x 4GB,None,Black / Silver,12.5 ns,10
PNY Performance 16 GB,None,$27.99,DDR4-3200,1 x 16GB,$1.749,Black,13.75 ns,22
Crucial Ballistix Sport LT 16 GB,5.0,None,DDR4-2666,2 x 8GB,None,Red,12.003 ns,16
GOODRAM IRDM 32 GB,None,None,DDR5-6400,2 x 16GB,None,Black,10 ns,32
Corsair Vengeance RGB 48 GB,None,$189.99,DDR5-6000,2 x 24GB,$3.958,Black / Gray,10 ns,30
Silicon Power XPOWER Storm RGB 32 GB,None,$94.97,DDR5-6400,2 x 16GB,$2.968,Black,10 ns,32
Corsair Vengeance LPX 16 GB,4.5,$42.99,DDR4-3600,2 x 8GB,$2.687,Black / Yellow,10 ns,18
G.Skill Trident Z5 Neo RGB 32 GB,None,$164.99,DDR5-8000,2 x 16GB,$5.156,Silver / Black,9.5 ns,38
Kingston FURY Renegade 32 GB,5.0,$186.64,DDR5-7200,2 x 16GB,$5.832,White / Silver,10.556 ns,38
Acer Predator Vesta II RGB 64 GB,None,None,DDR5-6000,2 x 32GB,None,Black,10 ns,30
G.Skill Trident Z5 RGB 32 GB,5.0,$117.99,DDR5-6000,2 x 16GB,$3.687,Black,10 ns,30
Corsair Vengeance RGB 48 GB,5.0,$151.99,DDR5-6000,2 x 24GB,$3.166,Black / Silver,12 ns,36
OLOy WarHawk RGB 32 GB,None,$52.99,DDR4-3000,2 x 16GB,$1.656,Black / White,10.667 ns,16
Kingston Fury Renegade RGB 48 GB,None,None,DDR5-8000,2 x 24GB,None,Black / Red,9 ns,36
ADATA Premier 16 GB,5.0,$53.83,DDR5-4800,1 x 16GB,$3.364,Black,16.667 ns,40
Kingston FURY Impact 64 GB,None,$175.54,DDR5-5600,2 x 32GB,$2.743,Black,14.286 ns,40
G.Skill Ripjaws S5 32 GB,5.0,$99.99,DDR5-6000,2 x 16GB,$3.125,White,10 ns,30
G.Skill Ripjaws S5 64 GB,3.5,Out of stock$159.99,DDR5-5600,2 x 32GB,None,Black,12.857 ns,36
G.Skill Trident Z5 RGB 48 GB,None,$154.99,DDR5-6800,2 x 24GB,$3.229,Black,10 ns,34
Corsair Vengeance RGB Pro 32 GB,5.0,$80.99,DDR4-2666,2 x 16GB,$2.531,White,12.003 ns,16
Corsair Vengeance RGB Pro SL 64 GB,None,$139.99,DDR4-3600,2 x 32GB,$2.187,Black,10 ns,18
Patriot Viper Elite II 64 GB,4.0,$104.99,DDR4-3600,2 x 32GB,$1.640,Red / Black,11.111 ns,20
G.Skill Ripjaws V 32 GB,4.5,$59.99,DDR4-3200,1 x 32GB,$1.875,Black,10 ns,16
TEAMGROUP T-Force DELTA\xce\xb1 RGB 32 GB,5.0,$83.49,DDR5-6000,2 x 16GB,$2.609,White,12.667 ns,38
ADATA XPG Lancer Blade RGB 64 GB,None,None,DDR5-6000,2 x 32GB,None,Black,10 ns,30
Kingston HyperX Fury 8 GB,4.5,None,DDR4-2133,2 x 4GB,None,Black / White,13.127 ns,14
ADATA XPG SPECTRIX D50 16 GB,5.0,$84.99,DDR4-3600,2 x 8GB,$5.312,Black,10 ns,18
G.Skill Ripjaws M5 RGB 32 GB,None,$109.99,DDR5-6400,2 x 16GB,$3.437,White,10 ns,32
Corsair Vengeance LPX 64 GB,5.0,$125.99,DDR4-2666,4 x 16GB,$1.969,Black / Yellow,12.003 ns,16
Corsair Vengeance 32 GB,None,$91.99,DDR5-5600,1 x 32GB,$2.875,Black / Gray,14.286 ns,40
Corsair Vengeance LPX 32 GB,5.0,$74.98,DDR4-2666,4 x 8GB,$2.343,Black / Yellow,12.003 ns,16
Kingston ValueRAM 1 GB,None,$24.90,DDR3-1333,1 x 1GB,$24.900,Green,13.503 ns,9
G.Skill Trident Z5 Royal 48 GB,None,$239.99,DDR5-8000,2 x 24GB,$5.000,Silver,10 ns,40
Patriot Viper Xtreme 5 RGB 32 GB,None,$121.99,DDR5-7600,2 x 16GB,$3.812,Black,9.474 ns,36
Patriot Viper Steel RGB 32 GB,1.0,$67.98,DDR4-3200,2 x 16GB,$2.124,Black,11.25 ns,18
Patriot Viper Elite II 64 GB,None,$102.99,DDR4-3200,2 x 32GB,$1.609,Red / Black,11.25 ns,18
G.Skill Ripjaws M5 RGB 64 GB,None,$209.99,DDR5-6400,2 x 32GB,$3.281,Black,10 ns,32
TEAMGROUP T-Force Vulcan 16 GB,None,None,DDR5-6000,2 x 8GB,None,Black,12.667 ns,38
Corsair Vengeance 32 GB,4.5,$129.99,DDR5-6000,2 x 16GB,$4.062,Black,12 ns,36
Corsair Vengeance RGB 32 GB,None,$134.99,DDR5-6800,2 x 16GB,$4.218,Black,11.765 ns,40
G.Skill Trident Z5 RGB 32 GB,None,$149.99,DDR5-7800,2 x 16GB,$4.687,Silver / Black,9.231 ns,36
TEAMGROUP T-Create Classic 64 GB,None,$155.99,DDR5-5600,2 x 32GB,$2.437,Black,16.429 ns,46
TEAMGROUP T-Force Xtreem 48 GB,None,$184.99,DDR5-7200,2 x 24GB,$3.854,Pink,9.444 ns,34
TEAMGROUP T-Create Expert 16 GB,4.5,$34.99,DDR4-3600,2 x 8GB,$2.187,Gray,10 ns,18
Patriot Viper Steel RGB 32 GB,5.0,$61.99,DDR4-3600,1 x 32GB,$1.937,Black,11.111 ns,20
Kingston HyperX Fury 16 GB,4.5,None,DDR4-2133,2 x 8GB,None,Black / White,13.127 ns,14
Silicon Power XPOWER Storm RGB 64 GB,None,None,DDR5-6400,2 x 32GB,None,Black,10 ns,32
TEAMGROUP T-Create Expert 48 GB,None,$168.99,DDR5-7200,2 x 24GB,$3.521,White,9.444 ns,34
Corsair Vengeance RGB Pro SL 64 GB,5.0,$167.99,DDR4-3600,4 x 16GB,$2.625,Black,10 ns,18
G.Skill Aegis 16 GB,5.0,$29.99,DDR4-2666,1 x 16GB,$1.874,Black / Red,14.254 ns,19
Patriot Signature Line 16 GB,None,$25.99,DDR4-2400,1 x 16GB,$1.624,Green / Black,14.167 ns,17
Corsair Vengeance RGB RT 32 GB,None,None,DDR4-4600,2 x 16GB,None,Black,7.826 ns,18
Kingston FURY Beast 8 GB,None,$26.78,DDR4-3600,1 x 8GB,$3.348,Black,9.444 ns,17
TEAMGROUP T-Force Delta RGB 48 GB,None,$164.99,DDR5-7200,2 x 24GB,$3.437,White,9.444 ns,34
Kingston FURY Beast 32 GB,None,$111.39,DDR5-6000,1 x 32GB,$3.481,Black,10 ns,30
Corsair Vengeance RGB 48 GB,None,$200.99,DDR5-7200,2 x 24GB,$4.187,Black,10 ns,36
G.Skill Ripjaws M5 Neo RGB 64 GB,None,None,DDR5-6000,2 x 32GB,None,White,12 ns,36
Lexar Ares RGB 32 GB,None,$236.17,DDR5-7200,2 x 16GB,$7.380,Black / Silver,9.444 ns,34
Corsair Vengeance RGB 64 GB,None,$280.14,DDR5-5600,2 x 32GB,$4.377,White / Black,12.857 ns,36
Corsair Vengeance RGB 64 GB,None,$172.99,DDR5-5200,2 x 32GB,$2.703,Gray,15.385 ns,40
TEAMGROUP T-Force Delta RGB 16 GB,None,None,DDR5-5200,2 x 8GB,None,Black,15.385 ns,40
Corsair Vengeance LPX 8 GB,None,$21.99,DDR4-3600,1 x 8GB,$2.749,Black,10 ns,18
ADATA XPG LANCER 16 GB,3.5,None,DDR5-5200,2 x 8GB,None,Black,14.615 ns,38
Corsair Vengeance RGB 64 GB,None,$202.99,DDR5-6000,2 x 32GB,$3.172,Black,12.667 ns,38
Kingston FURY Beast RGB 32 GB,None,$139.99,DDR5-6400,2 x 16GB,$4.375,White,10 ns,32
TEAMGROUP T-Force Delta RGB 32 GB,5.0,$119.90,DDR5-6200,2 x 16GB,$3.747,Black,12.258 ns,38
Corsair Vengeance RGB 32 GB,4.5,$121.99,DDR5-6000,2 x 16GB,$3.812,Black,13.333 ns,40
G.Skill Ripjaws M5 RGB 64 GB,None,$197.99,DDR5-6000,2 x 32GB,$3.094,Black,10 ns,30
Corsair Dominator Platinum RGB 32 GB,5.0,$166.99,DDR5-6000,2 x 16GB,$5.218,White,12 ns,36
Corsair Vengeance RGB Pro 16 GB,4.0,$43.99,DDR4-3600,1 x 16GB,$2.749,Black,10 ns,18
Kingston FURY Beast 64 GB,5.0,$136.06,DDR4-3200,4 x 16GB,$2.126,Black,10 ns,16
Patriot Viper Venom 32 GB,None,$79.98,DDR5-5600,1 x 32GB,$2.499,Black / White,12.857 ns,36
ADATA AD5U480016G-DT 32 GB,5.0,$128.85,DDR5-4800,2 x 16GB,$4.027,Black,16.667 ns,40
G.Skill Trident Z5 Neo RGB 32 GB,4.0,$129.99,DDR5-6400,2 x 16GB,$4.062,None,10 ns,32
G.Skill Ripjaws M5 RGB 64 GB,None,$139.99,DDR5-5200,2 x 32GB,$2.187,White,15.385 ns,40
Corsair Vengeance 32 GB,5.0,$109.99,DDR5-5600,2 x 16GB,$3.437,Gray,12.857 ns,36
Corsair Vengeance LPX 32 GB,5.0,$57.99,DDR4-3000,1 x 32GB,$1.812,Black / Yellow,10.667 ns,16
Patriot Viper Elite II 8 GB,None,$17.98,DDR4-3200,1 x 8GB,$2.248,Red / Black,11.25 ns,18
Crucial Ballistix 1 GB,None,None,DDR2-1066,1 x 1GB,None,Green,9.381 ns,5
G.Skill Ripjaws S5 32 GB,None,$99.99,DDR5-5600,2 x 16GB,$3.125,White,10 ns,28
TEAMGROUP T-Force Delta RGB 48 GB,None,None,DDR5-8000,2 x 24GB,None,White,9.5 ns,38
Corsair Dominator Platinum RGB 32 GB,4.5,None,DDR5-5600,2 x 16GB,None,Black,12.857 ns,36
G.Skill Value 16 GB,5.0,None,DDR4-2666,2 x 8GB,None,Black,14.254 ns,19
Kingston FURY Beast RGB 16 GB,None,$79.76,DDR5-6000,2 x 8GB,$4.985,Black,10 ns,30
G.Skill Trident Z Neo 128 GB,5.0,$699.00,DDR4-3600,4 x 32GB,$5.461,Black / Silver,8.889 ns,16
G.Skill Trident Z5 48 GB,None,$174.99,DDR5-7200,2 x 24GB,$3.646,Black,10 ns,36
Kingston Server Premier 32 GB,5.0,$122.99,DDR4-2666,1 x 32GB,$3.843,None,14.254 ns,19
Kingston Fury Beast RGB Special Edition 16 GB,None,$75.00,DDR4-3200,2 x 8GB,$4.688,White,10 ns,16
TEAMGROUP T-Force Delta RGB 64 GB,5.0,None,DDR4-3600,2 x 32GB,None,White,10 ns,18
Corsair Dominator Platinum RGB 32 GB,4.5,$113.99,DDR4-3600,2 x 16GB,$3.562,Black,10 ns,18
Corsair Dominator Platinum RGB 64 GB,None,None,DDR5-6000,2 x 32GB,None,Gray / Black,13.333 ns,40
G.Skill Trident Z5 32 GB,None,$109.99,DDR5-6000,2 x 16GB,$3.437,Black,10 ns,30
Corsair Dominator Platinum RGB 32 GB,4.5,$172.99,DDR4-3600,4 x 8GB,$5.406,Black,10 ns,18
Kingston FURY Renegade 96 GB,None,$349.99,DDR5-6400,2 x 48GB,$3.646,Silver / Black,10 ns,32
TEAMGROUP T-Force Xtreem ARGB 16 GB,4.5,$49.99,DDR4-3600,2 x 8GB,$3.124,White,10 ns,18
Patriot Viper Venom RGB 16 GB,None,$38.99,DDR5-5600,1 x 16GB,$2.437,Black / White,12.857 ns,36
Lexar THOR 16 GB,5.0,None,DDR4-3600,2 x 8GB,None,White,10 ns,18
Thermaltake TOUGHRAM XG RGB 64 GB,None,$549.99,DDR4-4000,2 x 32GB,$8.594,White / Silver,9.5 ns,19
Lexar THOR 8 GB,None,None,DDR4-3200,1 x 8GB,None,Black,10 ns,16
Kingston ValueRAM 8 GB,None,$23.08,DDR4-3200,1 x 8GB,$2.885,None,13.75 ns,22
G.Skill TridentZ RGB  32 GB,None,None,DDR4-3600,2 x 16GB,None,Black,7.778 ns,14
Crucial CT16G56C46S5 16 GB,None,$40.95,DDR5-5600,1 x 16GB,$2.559,Black,16.429 ns,46
Patriot Viper Xtreme 5 48 GB,None,$149.99,DDR5-7600,2 x 24GB,$3.125,Black,9.474 ns,36
TEAMGROUP T-Force Delta RGB 48 GB,None,$164.99,DDR5-7200,2 x 24GB,$3.437,Black,9.444 ns,34
G.Skill Trident Z Neo 32 GB,5.0,$103.82,DDR4-3200,2 x 16GB,$3.244,Silver / Black,10 ns,16
Kingston Fury Renegade RGB 32 GB,5.0,$156.94,DDR5-6000,2 x 16GB,$4.904,Silver / Black,10.667 ns,32
Patriot Viper Elite II 16 GB,None,$31.99,DDR4-4000,1 x 16GB,$1.999,Red / Black,10 ns,20
Kingston ValueRAM 2 GB,3.5,$17.23,DDR2-800,1 x 2GB,$8.615,Green,15 ns,6
Corsair Dominator Platinum RGB 32 GB,None,$141.99,DDR5-6000,2 x 16GB,$4.437,None,12 ns,36
Corsair Vengeance RGB 32 GB,None,$109.99,DDR5-5600,2 x 16GB,$3.437,White / Gray,14.286 ns,40
TEAMGROUP T-Force Dark Za 16 GB,5.0,None,DDR4-3600,2 x 8GB,None,Black / Silver,10 ns,18
Patriot Viper Xtreme 5 RGB 32 GB,None,$124.99,DDR5-7800,2 x 16GB,$3.906,Black,9.744 ns,38
G.Skill Ripjaws M5 RGB 64 GB,None,$149.99,DDR5-5600,2 x 32GB,$2.344,Black,16.429 ns,46
Patriot Viper Elite 5 RGB 32 GB,None,$79.98,DDR5-6000,1 x 32GB,$2.499,White,14 ns,42
Kingston FURY Beast 64 GB,None,$229.99,DDR5-6400,2 x 32GB,$3.594,White,10 ns,32
TEAMGROUP T-Force Delta RGB 32 GB,5.0,None,DDR5-6600,2 x 16GB,None,White,10.303 ns,34
Corsair Dominator Platinum RGB 64 GB,4.0,$205.99,DDR5-5200,2 x 32GB,$3.219,White,15.385 ns,40
ADATA XPG SPECTRIX D35G RGB 16 GB,None,None,DDR4-3600,2 x 8GB,None,Black,10 ns,18
